"GCWA1","Genesis 12:1","The Lord said to Abram: Go out from your land, your relatives, and your father&rsquo;s house to the land that I will show you."
"GCWA2","Genesis 12:2","I will make you into a great nation, I will bless you, I will make your name great, and you will be a blessing."
"GCWA3","Genesis 12:3","I will bless those who bless you, I will curse those who treat you with contempt, and all the peoples on earth will be blessed through you."
"ASS1","Psalm 23:1","The Lord is my shepherd; there is nothing I lack."
"ASS2","Psalm 23:2","He lets me lie down in green pastures; He leads me beside quiet waters."
"ASS3","Psalm 23:3","He renews my life; He leads me along the right paths for His name&rsquo;s sake."
"ASS4","Psalm 23:4","Even when I go through the darkest valley, I fear no danger, for You are with me; Your rod and Your staff &mdash; they comfort me."
"ASS5","Psalm 23:5","You prepare a table before me in the presence of my enemies; You anoint my head with oil; my cup overflows."
"ASS6","Psalm 23:6","Only goodness and faithful love will pursue me all the days of my life, and I will dwell in the house of the Lord as long as I live."
"TSS1","Isaiah 53:1","Who has believed what we have heard? And who has the arm of the Lord been revealed to?"
"TSS2","Isaiah 53:2","He grew up before Him like a young plant and like a root out of dry ground. He didn&rsquo;t have an impressive form or majesty that we should look at Him, no appearance that we should desire Him."
"TSS3","Isaiah 53:3","He was despised and rejected by men, a man of suffering who knew what sickness was. He was like someone people turned away from; He was despised, and we didn&rsquo;t value Him."
"TSS4","Isaiah 53:4","Yet He Himself bore our sicknesses, and He carried our pains; but we in turn regarded Him stricken, struck down by God, and afflicted."
"TSS5","Isaiah 53:5","But He was pierced because of our transgressions, crushed because of our iniquities; punishment for our peace was on Him, and we are healed by His wounds."
"TSS6","Isaiah 53:6","We all went astray like sheep; we all have turned to our own way; and the Lord has punished Him for the iniquity of us all."
"TSS7","Isaiah 53:7","He was oppressed and afflicted, yet He did not open His mouth. Like a lamb led to the slaughter and like a sheep silent before her shearers, He did not open His mouth."
"TSS8","Isaiah 53:8","He was taken away because of oppression and judgment; and who considered His fate? For He was cut off from the land of the living; He was struck because of my people&rsquo;s rebellion."
"TSS9","Isaiah 53:9","They made His grave with the wicked and with a rich man at His death, although He had done no violence and had not spoken deceitfully."
"TSS10","Isaiah 53:10","Yet the Lord was pleased to crush Him severely. When You make Him a restitution offering, He will see His seed, He will prolong His days, and by His hand, the Lord&rsquo;s pleasure will be accomplished."
"TSS11","Isaiah 53:11","He will see it out of His anguish, and He will be satisfied with His knowledge. My righteous Servant will justify many, and He will carry their iniquities."
"TSS12","Isaiah 53:12","Therefore I will give Him the many as a portion, and He will receive the mighty as spoil, because He submitted Himself to death, and was counted among the rebels; yet He bore the sin of many and interceded for the rebels."
"TTA1","Matthew 10:2","These are the names of the 12 apostles: First, Simon, who is called Peter, and Andrew his brother; James the son of Zebedee, and John his brother;"
"TTA2","Matthew 10:3","Philip and Bartholomew; Thomas and Matthew the tax collector; James the son of Alphaeus, and Thaddaeus;"
"TTA3","Matthew 10:4","Simon the Zealot, and Judas Iscariot, who also betrayed Him."
"TROJ1","Matthew 28:1","After the Sabbath, as the first day of the week was dawning, Mary Magdalene and the other Mary went to view the tomb."
"TROJ2","Matthew 28:2","Suddenly there was a violent earthquake, because an angel of the Lord descended from heaven and approached the tomb. He rolled back the stone and was sitting on it."
"TROJ3","Matthew 28:3","His appearance was like lightning, and his robe was as white as snow."
"TROJ4","Matthew 28:4","The guards were so shaken from fear of him that they became like dead men."
"TROJ5","Matthew 28:5","But the angel told the women, &ldquo;Don&rsquo;t be afraid, because I know you are looking for Jesus who was crucified."
"TROJ6","Matthew 28:6","He is not here! For He has been resurrected, just as He said. Come and see the place where He lay."
"TROJ7","Matthew 28:7","Then go quickly and tell His disciples, &lsquo;He has been raised from the dead. In fact, He is going ahead of you to Galilee; you will see Him there.&rsquo; Listen, I have told you.&rdquo;"
"TROJ8","Matthew 28:8","So, departing quickly from the tomb with fear and great joy, they ran to tell His disciples the news."
"TROJ9","Matthew 28:9","Just then Jesus met them and said, &ldquo;Good morning! &rdquo; They came up, took hold of His feet, and worshiped Him."
"TROJ10","Matthew 28:10","Then Jesus told them, &ldquo;Do not be afraid. Go and tell My brothers to leave for Galilee, and they will see Me there.&rdquo;"
"TROJ11","Matthew 28:11","As they were on their way, some of the guards came into the city and reported to the chief priests everything that had happened."
"TROJ12","Matthew 28:12","After the priests had assembled with the elders and agreed on a plan, they gave the soldiers a large sum of money"
"TROJ13","Matthew 28:13","and told them, &ldquo;Say this, &lsquo;His disciples came during the night and stole Him while we were sleeping.&rsquo;"
"TROJ14","Matthew 28:14","If this reaches the governor&rsquo;s ears, we will deal with him and keep you out of trouble.&rdquo;"
"TROJ15","Matthew 28:15","So they took the money and did as they were instructed. And this story has been spread among Jewish people to this day."
"TROJ16","Matthew 28:16","The 11 disciples traveled to Galilee, to the mountain where Jesus had directed them."
"TROJ17","Matthew 28:17","When they saw Him, they worshiped, but some doubted."
"TROJ18","Matthew 28:18","Then Jesus came near and said to them, &ldquo;All authority has been given to Me in heaven and on earth."
"TROJ19","Matthew 28:19","Go, therefore, and make disciples of all nations, baptizing them in the name of the Father and of the Son and of the Holy Spirit,"
"TROJ20","Matthew 28:20","teaching them to observe everything I have commanded you. And remember, I am with you always, to the end of the age.&rdquo;"
"TPOTGS1","Luke 10:25","Just then an expert in the law stood up to test Him, saying, &ldquo;Teacher, what must I do to inherit eternal life? &rdquo;"
"TPOTGS2","Luke 10:26","&ldquo;What is written in the law? &rdquo; He asked him. &ldquo;How do you read it? &rdquo;"
"TPOTGS3","Luke 10:27","He answered: Love the Lord your God with all your heart, with all your soul, with all your strength, and with all your mind; and your neighbor as yourself."
"TPOTGS4","Luke 10:28","&ldquo;You&rsquo;ve answered correctly,&rdquo; He told him. &ldquo;Do this and you will live.&rdquo;"
"TPOTGS5","Luke 10:29","But wanting to justify himself, he asked Jesus, &ldquo;And who is my neighbor? &rdquo;"
"TPOTGS6","Luke 10:30","Jesus took up the question and said: &ldquo;A man was going down from Jerusalem to Jericho and fell into the hands of robbers. They stripped him, beat him up, and fled, leaving him half dead."
"TPOTGS7","Luke 10:31","A priest happened to be going down that road. When he saw him, he passed by on the other side."
"TPOTGS8","Luke 10:32","In the same way, a Levite, when he arrived at the place and saw him, passed by on the other side."
"TPOTGS9","Luke 10:33","But a Samaritan on his journey came up to him, and when he saw the man, he had compassion."
"TPOTGS10","Luke 10:34","He went over to him and bandaged his wounds, pouring on olive oil and wine. Then he put him on his own animal, brought him to an inn, and took care of him."
"TPOTGS11","Luke 10:35","The next day he took out two denarii, gave them to the innkeeper, and said, &lsquo;Take care of him. When I come back I&rsquo;ll reimburse you for whatever extra you spend.&rsquo;"
"TPOTGS12","Luke 10:36","&ldquo;Which of these three do you think proved to be a neighbor to the man who fell into the hands of the robbers? &rdquo;"
"TPOTGS13","Luke 10:37","&ldquo;The one who showed mercy to him,&rdquo; he said. Then Jesus told him, &ldquo;Go and do the same.&rdquo;"
"JFM1","John 2:1","On the third day a wedding took place in Cana of Galilee. Jesus&rsquo; mother was there, and 
"JFM2","John 2:2","Jesus and His disciples were invited to the wedding as well. 
"JFM3","John 2:3","When the wine ran out, Jesus&rsquo; mother told Him, &ldquo;They don&rsquo;t have any wine.&rdquo;"
"JFM4","John 2:4","&ldquo;What has this concern of yours to do with Me, woman? &rdquo; Jesus asked. &ldquo;My hour has not yet come.&rdquo;"
"JFM5","John 2:5","&ldquo;Do whatever He tells you,&rdquo; His mother told the servants."
"JFM6","John 2:6","Now six stone water jars had been set there for Jewish purification. Each contained 20 or 30 gallons."
"JFM7","John 2:7","&ldquo;Fill the jars with water,&rdquo; Jesus told them. So they filled them to the brim. 
"JFM8","John 2:8","Then He said to them, &ldquo;Now draw some out and take it to the chief servant.&rdquo; And they did."
